text,generate-sample-1,generate-sample-2,generate-sample-3,generate-sample-4,generate-sample-5
สรุปกระดานรายใหญ่วันนี้ GPSC มูลค่าสูงสุด 88 ล้านบาท,<SYMBOL> หุ้นไทย 'COM7',<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> หุ้นไทย - COM7,<SYMBOL> หุ้นไทย หุ้นไทย,<SYMBOL> หุ้น COM7 หุ้นไทย
สรุป SET100 วันนี้ STA บวกสูงสุด 5%,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%
SAK โชว์กำไร 9 เดือนแตะ 542 ล้าน เดินหน้าสินเชื่อ “โซลาร์ปั๊ม” เพื่อการเกษตรกร,<SYMBOL> หุ้นไทย เผยกําไร Q3,<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้,<SYMBOL> หุ้นไทย เผยผลประกอบการ,<SYMBOL> 'หุ้นไทย' เผยผล
SAK โชว์กำไร 9 เดือนแตะ 542 ล้าน เดินหน้าสินเชื่อ “โซลาร์ปั๊ม” เพื่อการเกษตรกร,<SYMBOL> หุ้นไทย เผยกําไร Q3,<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้,<SYMBOL> หุ้นไทย เผยผลประกอบการ,<SYMBOL> 'หุ้นไทย' เผยผล
ALLA โกยกำไร 9 เดือนโตเท่าตัว มั่นใจผลงานปีนี้โตเข้าเป้า 10%,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง 13%
ALLA โกยกำไร 9 เดือนโตเท่าตัว มั่นใจผลงานปีนี้โตเข้าเป้า 10%,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง 13%
ALLA โกยกำไร 9 เดือนโตเท่าตัว มั่นใจผลงานปีนี้โตเข้าเป้า 10%,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง 13%
PRINC โชว์รายได้ไตรมาส 3 ทะลุ 1.6 พันล้าน กางแผนปี 67 ขยายรพ. – ศูนย์เฉพาะทาง 20 แห่ง,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7',<SYMBOL> 'COM7 ร่วง 13%
PRINC โชว์รายได้ไตรมาส 3 ทะลุ 1.6 พันล้าน กางแผนปี 67 ขยายรพ. – ศูนย์เฉพาะทาง 20 แห่ง,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7',<SYMBOL> 'COM7 ร่วง 13%
PROEN ส่งซิก Q4 สดใส! รับดีมานด์ธุรกิจ ICT – ลุยลงทุน “ศูนย์ข้อมูล IDC”,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%’
TQR โชว์กำไร 9 เดือนแตะ 71 ล้าน ประกันภัยต่อไซเบอร์-อีวีพุ่ง,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง '
TQR โชว์กำไร 9 เดือนแตะ 71 ล้าน ประกันภัยต่อไซเบอร์-อีวีพุ่ง,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง '
TQR โชว์กำไร 9 เดือนแตะ 71 ล้าน ประกันภัยต่อไซเบอร์-อีวีพุ่ง,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง '
BGC ปลื้ม! ติดโผหุ้นยั่งยืน ESG Ratings ระดับ “AA”,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'Com7 ร่วง 13%',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ร่วง' 13%
YGG โชว์รายได้ Q3 แตะ 94 ล้าน อานิสงส์งานกราฟิก-ลิขสิทธิ์เกมหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 โชว์รายได้ Q3,<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ร่วง 13%
YGG โชว์รายได้ Q3 แตะ 94 ล้าน อานิสงส์งานกราฟิก-ลิขสิทธิ์เกมหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 โชว์รายได้ Q3,<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ร่วง 13%
JMT ปิดเช้าร่วง 14% ผิดหวัง Q3 เก็บหนี้ต่ำคาด! หวั่นโบรกหั่นกำไร Q4,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'JMT ปิดเช้าร่วง',<SYMBOL> 'JMT ปิดเช้าร่วง 13%,<SYMBOL> 'JMT ปิดเช้าร่วง ',<SYMBOL> 'COM7 ร่วง 13%...'
JMT ปิดเช้าร่วง 14% ผิดหวัง Q3 เก็บหนี้ต่ำคาด! หวั่นโบรกหั่นกำไร Q4,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'JMT ปิดเช้าร่วง',<SYMBOL> 'JMT ปิดเช้าร่วง 13%,<SYMBOL> 'JMT ปิดเช้าร่วง ',<SYMBOL> 'COM7 ร่วง 13%...'
JMT ปิดเช้าร่วง 14% ผิดหวัง Q3 เก็บหนี้ต่ำคาด! หวั่นโบรกหั่นกำไร Q4,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'JMT ปิดเช้าร่วง',<SYMBOL> 'JMT ปิดเช้าร่วง 13%,<SYMBOL> 'JMT ปิดเช้าร่วง ',<SYMBOL> 'COM7 ร่วง 13%...'
JMT ปิดเช้าร่วง 14% ผิดหวัง Q3 เก็บหนี้ต่ำคาด! หวั่นโบรกหั่นกำไร Q4,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'JMT ปิดเช้าร่วง',<SYMBOL> 'JMT ปิดเช้าร่วง 13%,<SYMBOL> 'JMT ปิดเช้าร่วง ',<SYMBOL> 'COM7 ร่วง 13%...'
สรุปกระดานรายใหญ่เช้านี้ ADVANC มูลค่าสูงสุด 9 ล้านบาท,<SYMBOL> หุ้นไทย 'COM7',<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> หุ้นไทย - COM7,<SYMBOL> หุ้นไทย หุ้นไทย,<SYMBOL> หุ้น COM7 หุ้นไทย
สรุป SET100 เช้านี้ BCP บวกสูงสุด 4%,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL>ข่าวนี้ BCP บวกสูงสุด 4%,<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ร่วง 13%
QTC ไตรมาส 3 พลิกกำไร 36 ลบ. ลุ้นท้ายปีกวาดงานใหม่ 490 ล้าน,<SYMBOL> 'Q3 หดตัว',<SYMBOL> 'Q3 ร่วง 13%',<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้:,<SYMBOL> 'Q3 ร่วง',<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้
QTC ไตรมาส 3 พลิกกำไร 36 ลบ. ลุ้นท้ายปีกวาดงานใหม่ 490 ล้าน,<SYMBOL> 'Q3 หดตัว',<SYMBOL> 'Q3 ร่วง 13%',<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้:,<SYMBOL> 'Q3 ร่วง',<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้
TSE รายได้ขาย-บริการทะลัก! ดันกำไร 9 เดือน ทะลุ 500 ล้าน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%
TSE รายได้ขาย-บริการทะลัก! ดันกำไร 9 เดือน ทะลุ 500 ล้าน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%
MACO โชว์รายได้ Q2 โต 6% ดันกำไรแตะ 56 ล้านบาท,<SYMBOL> 'MACO โชว์รายได้',<SYMBOL> 'MACO โชว์รายได้ Q3,<SYMBOL> 'MACO โชว์รายได้...',<SYMBOL> 'MACO โชว์รายได้ ',<SYMBOL> 'MACO โชว์รายได้ Q...
MACO โชว์รายได้ Q2 โต 6% ดันกำไรแตะ 56 ล้านบาท,<SYMBOL> 'MACO โชว์รายได้',<SYMBOL> 'MACO โชว์รายได้ Q3,<SYMBOL> 'MACO โชว์รายได้...',<SYMBOL> 'MACO โชว์รายได้ ',<SYMBOL> 'MACO โชว์รายได้ Q...
MACO โชว์รายได้ Q2 โต 6% ดันกำไรแตะ 56 ล้านบาท,<SYMBOL> 'MACO โชว์รายได้',<SYMBOL> 'MACO โชว์รายได้ Q3,<SYMBOL> 'MACO โชว์รายได้...',<SYMBOL> 'MACO โชว์รายได้ ',<SYMBOL> 'MACO โชว์รายได้ Q...
WHA ร่วง 5% หวั่นผลงานหดตัวต่อ หลังไตรมาส 3 กำไรต่ำคาด,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'WHA ร่วง',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 '
WHA ร่วง 5% หวั่นผลงานหดตัวต่อ หลังไตรมาส 3 กำไรต่ำคาด,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'WHA ร่วง',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 '
WHA ร่วง 5% หวั่นผลงานหดตัวต่อ หลังไตรมาส 3 กำไรต่ำคาด,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'WHA ร่วง',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 '
WHA ร่วง 5% หวั่นผลงานหดตัวต่อ หลังไตรมาส 3 กำไรต่ำคาด,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'WHA ร่วง',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 '
SAMART โกยรายได้ 9 เดือนทะลุ 7 พันล้าน ตุนแบ็กล็อกแน่นหมื่นล้าน มั่นใจดันธุรกิจโตแกร่ง,<SYMBOL>หุ้นไทย - หุ้นไทย,<SYMBOL>ข่าวนี้: SAMART -,<SYMBOL>ข่าวนี้: SAMART :,<SYMBOL>ข่าวนี้: SAMART,<SYMBOL>ข่าวหุ้นไทย คลิกที่นี่
SAMART โกยรายได้ 9 เดือนทะลุ 7 พันล้าน ตุนแบ็กล็อกแน่นหมื่นล้าน มั่นใจดันธุรกิจโตแกร่ง,<SYMBOL>หุ้นไทย - หุ้นไทย,<SYMBOL>ข่าวนี้: SAMART -,<SYMBOL>ข่าวนี้: SAMART :,<SYMBOL>ข่าวนี้: SAMART,<SYMBOL>ข่าวหุ้นไทย คลิกที่นี่
SAMART โกยรายได้ 9 เดือนทะลุ 7 พันล้าน ตุนแบ็กล็อกแน่นหมื่นล้าน มั่นใจดันธุรกิจโตแกร่ง,<SYMBOL>หุ้นไทย - หุ้นไทย,<SYMBOL>ข่าวนี้: SAMART -,<SYMBOL>ข่าวนี้: SAMART :,<SYMBOL>ข่าวนี้: SAMART,<SYMBOL>ข่าวหุ้นไทย คลิกที่นี่
SAMART โกยรายได้ 9 เดือนทะลุ 7 พันล้าน ตุนแบ็กล็อกแน่นหมื่นล้าน มั่นใจดันธุรกิจโตแกร่ง,<SYMBOL>หุ้นไทย - หุ้นไทย,<SYMBOL>ข่าวนี้: SAMART -,<SYMBOL>ข่าวนี้: SAMART :,<SYMBOL>ข่าวนี้: SAMART,<SYMBOL>ข่าวหุ้นไทย คลิกที่นี่
SAMART โกยรายได้ 9 เดือนทะลุ 7 พันล้าน ตุนแบ็กล็อกแน่นหมื่นล้าน มั่นใจดันธุรกิจโตแกร่ง,<SYMBOL>หุ้นไทย - หุ้นไทย,<SYMBOL>ข่าวนี้: SAMART -,<SYMBOL>ข่าวนี้: SAMART :,<SYMBOL>ข่าวนี้: SAMART,<SYMBOL>ข่าวหุ้นไทย คลิกที่นี่
WP แย้ม Q4 สดใส! รับดีมานด์ LPG-โซลาร์รูฟท็อป มั่นใจรายได้ปี 66 ทะลุ 1.7 หมื่นล้าน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...
WP แย้ม Q4 สดใส! รับดีมานด์ LPG-โซลาร์รูฟท็อป มั่นใจรายได้ปี 66 ทะลุ 1.7 หมื่นล้าน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...
JKN รูดฟลอร์ 2 เซ่น ตลท. แขวน “C” 13 พ.ย.นี้ – ศาลรับคำร้องฟื้นฟูกิจการ,<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้,<SYMBOL> หุ้น COM7 หุ้นไทย,<SYMBOL> หุ้น COM7 หุ้น,<SYMBOL> 'หุ้นไทย' -
JKN รูดฟลอร์ 2 เซ่น ตลท. แขวน “C” 13 พ.ย.นี้ – ศาลรับคำร้องฟื้นฟูกิจการ,<SYMBOL> หุ้นไทย - หุ้นไทย,<SYMBOL> 'หุ้นไทย' วิเคราะห์ข่าวนี้,<SYMBOL> หุ้น COM7 หุ้นไทย,<SYMBOL> หุ้น COM7 หุ้น,<SYMBOL> 'หุ้นไทย' -
BE8 โชว์กำไร 9 เดือนแรกแตะ 213 ล้าน โต 139% รับรายได้บริการเทคโนโลยี,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 โชว์กําไร',<SYMBOL> 'COM7 โชว์กําไร Q
BE8 โชว์กำไร 9 เดือนแรกแตะ 213 ล้าน โต 139% รับรายได้บริการเทคโนโลยี,<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 ',<SYMBOL> 'COM7 ร่วง ',<SYMBOL> 'COM7 โชว์กําไร',<SYMBOL> 'COM7 โชว์กําไร Q
PPS โชว์รายได้ 9 เดือนทะลุ 323 ล้าน แย้ม Q4 โตต่อ ตุนแบ็กล็อกเฉียด 500 ลบ.,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...,<SYMBOL> 'COM7 ร่วง 13%
PPS โชว์รายได้ 9 เดือนทะลุ 323 ล้าน แย้ม Q4 โตต่อ ตุนแบ็กล็อกเฉียด 500 ลบ.,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...,<SYMBOL> 'COM7 ร่วง 13%
PPS โชว์รายได้ 9 เดือนทะลุ 323 ล้าน แย้ม Q4 โตต่อ ตุนแบ็กล็อกเฉียด 500 ลบ.,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...,<SYMBOL> 'COM7 ร่วง 13%
COCOCO โกยกำไร 9 เดือนทะลุ 350 ล้าน ออเดอร์ใหม่ทะลัก-รุกขยายตลาดจีนหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7' ร่วง 13%
COCOCO โกยกำไร 9 เดือนทะลุ 350 ล้าน ออเดอร์ใหม่ทะลัก-รุกขยายตลาดจีนหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7' ร่วง 13%
COCOCO โกยกำไร 9 เดือนทะลุ 350 ล้าน ออเดอร์ใหม่ทะลัก-รุกขยายตลาดจีนหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7' ร่วง 13%
COCOCO โกยกำไร 9 เดือนทะลุ 350 ล้าน ออเดอร์ใหม่ทะลัก-รุกขยายตลาดจีนหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7 หดตัว',<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7' ร่วง 13%
SCGP ลุ้น Q4 แจ่ม! รับดีมานด์ ”แพ็กเกจจิ้ง” อาหาร-เครื่องดื่มหนุน,<SYMBOL> 'COM7 ร่วง 13%',<SYMBOL> 'COM7 ร่วง',<SYMBOL> 'COM7' ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%,<SYMBOL> 'COM7 ร่วง 13%...
