text,label
EA ปิดร่วง 7% วิตก “กระแสเงินสด” หดตัวจากสต๊อก ฟากผู้บริหารมั่นใจงวด Q4 บุ๊ครายได้สูงขึ้น,<SYMBOL> EA <ASPECT> บุ๊ครายได้ <OPINION> สูงขึ้น <POS>
สรุปกระดานรายใหญ่วันนี้ TISCO มูลค่าสูงสุด 87 ล้านบาท,<SYMBOL> TISCO <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ DELTA บวกสูงสุด 7%,<SYMBOL> DELTA <OPINION> บวกสูงสุด <POS>
TRP วิ่ง 2% จับตารายได้ Q4 พีก รับไฮซีซั่น-ออกโปรดักส์ใหม่,<SYMBOL> TRP <OPINION> วิ่ง <POS>
TRP วิ่ง 2% จับตารายได้ Q4 พีก รับไฮซีซั่น-ออกโปรดักส์ใหม่,<SYMBOL> TRP <ASPECT> รายได้ <OPINION> พีก <POS>
RBF บวก 5% เก็งงบ Q3 กำไร “นิวไฮ” โบรกแนะซื้อเป้า 13 บาท,<SYMBOL> RBF <OPINION> บวก <POS>
RBF บวก 5% เก็งงบ Q3 กำไร “นิวไฮ” โบรกแนะซื้อเป้า 13 บาท,<SYMBOL> RBF <ASPECT> งบ <OPINION> กำไร <POS>
RBF บวก 5% เก็งงบ Q3 กำไร “นิวไฮ” โบรกแนะซื้อเป้า 13 บาท,<SYMBOL> RBF <ASPECT> กำไร <OPINION> นิวไฮ <POS>
AAI บวก 9% ธุรกิจผ่านจุดต่ำสุด จับตาครึ่งหลังแจ่ม-ต้นทุนปลาทูน่าลด แนะซื้อเป้า 4.40 บ.,<SYMBOL> AAI <OPINION> บวก <POS>
AAI บวก 9% ธุรกิจผ่านจุดต่ำสุด จับตาครึ่งหลังแจ่ม-ต้นทุนปลาทูน่าลด แนะซื้อเป้า 4.40 บ.,<SYMBOL> AAI <ASPECT> จุดต่ำสุด <OPINION> ผ่าน <POS>
AAI บวก 9% ธุรกิจผ่านจุดต่ำสุด จับตาครึ่งหลังแจ่ม-ต้นทุนปลาทูน่าลด แนะซื้อเป้า 4.40 บ.,<SYMBOL> AAI <ASPECT> ครึ่งหลัง <OPINION> จับตา <POS>
AAI บวก 9% ธุรกิจผ่านจุดต่ำสุด จับตาครึ่งหลังแจ่ม-ต้นทุนปลาทูน่าลด แนะซื้อเป้า 4.40 บ.,<SYMBOL> AAI <ASPECT> ครึ่งหลัง <OPINION> แจ่ม <POS>
AAI บวก 9% ธุรกิจผ่านจุดต่ำสุด จับตาครึ่งหลังแจ่ม-ต้นทุนปลาทูน่าลด แนะซื้อเป้า 4.40 บ.,<SYMBOL> AAI <ASPECT> ต้นทุน <OPINION> ลด <POS>
PSP ดีดกลับ 15% หลังร่วงยาว 5 วัน 50%,<SYMBOL> PSP <OPINION> ดีดกลับ <POS>
PSP ดีดกลับ 15% หลังร่วงยาว 5 วัน 50%,<SYMBOL> PSP <OPINION> ร่วงยาว <NEG>
ITC วิ่ง 11% หลังโชว์ยอดขาย Q3 เฉียด 4 พันล้าน ดันกำไรแตะ 645 ลบ.,<SYMBOL> ITC <OPINION> วิ่ง <POS>
ITC วิ่ง 11% หลังโชว์ยอดขาย Q3 เฉียด 4 พันล้าน ดันกำไรแตะ 645 ลบ.,<SYMBOL> ITC <ASPECT> ยอดขาย <OPINION> โชว์ <POS>
ITC วิ่ง 11% หลังโชว์ยอดขาย Q3 เฉียด 4 พันล้าน ดันกำไรแตะ 645 ลบ.,<SYMBOL> ITC <ASPECT> ยอดขาย <OPINION> เฉียด <POS>
ITC วิ่ง 11% หลังโชว์ยอดขาย Q3 เฉียด 4 พันล้าน ดันกำไรแตะ 645 ลบ.,<SYMBOL> ITC <ASPECT> กำไร <OPINION> ดัน <POS>
ITC วิ่ง 11% หลังโชว์ยอดขาย Q3 เฉียด 4 พันล้าน ดันกำไรแตะ 645 ลบ.,<SYMBOL> ITC <ASPECT> กำไร <OPINION> แตะ <POS>
KCE โบรกแนะซื้อเป้า 64 บาท ลุ้น Q3 โตเด่น 60% รับคำสั่งซื้อสหรัฐ-ยุโรปฟื้นตัว,<SYMBOL> KCE <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
KCE โบรกแนะซื้อเป้า 64 บาท ลุ้น Q3 โตเด่น 60% รับคำสั่งซื้อสหรัฐ-ยุโรปฟื้นตัว,<SYMBOL> KCE <ASPECT> Q3 <OPINION> ลุ้น <POS>
KCE โบรกแนะซื้อเป้า 64 บาท ลุ้น Q3 โตเด่น 60% รับคำสั่งซื้อสหรัฐ-ยุโรปฟื้นตัว,<SYMBOL> KCE <ASPECT> Q4 <OPINION> โตเด่น <POS>
KCE โบรกแนะซื้อเป้า 64 บาท ลุ้น Q3 โตเด่น 60% รับคำสั่งซื้อสหรัฐ-ยุโรปฟื้นตัว,<SYMBOL> KCE <ASPECT> คำสั่งซื้อ <OPINION> ฟื้นตัว <POS>
สรุปกระดานซื้อขายรายใหญ่เช้านี้ TRP มูลค่าสูงสุด 15 ล้านบาท,<SYMBOL> TRP <ASPECT> มูลค่า <OPINION> สูงสุด <POS>
สรุป SET100 เช้านี้ DELTA บวกสูงสุด 8%,<SYMBOL> DELTA <OPINION> บวกสูงสุด <POS>
DEMCO มั่นใจผลงานปีนี้โตแกร่ง ตุนแบ็กล็อกแน่น 3.3 พันล้าน รับรู้รายได้ยาว 2 ปี,<SYMBOL> DEMCO <ASPECT> ผลงาน <OPINION> มั่นใจ <POS>
DEMCO มั่นใจผลงานปีนี้โตแกร่ง ตุนแบ็กล็อกแน่น 3.3 พันล้าน รับรู้รายได้ยาว 2 ปี,<SYMBOL> DEMCO <ASPECT> ผลงาน <OPINION> โตแกร่ง <POS>
DEMCO มั่นใจผลงานปีนี้โตแกร่ง ตุนแบ็กล็อกแน่น 3.3 พันล้าน รับรู้รายได้ยาว 2 ปี,<SYMBOL> DEMCO <ASPECT> ตุนแบ็กล็อก <OPINION> แน่น <POS>
ORN แย้มครึ่งปีหลังสดใส! หลังตุน “แบ็กล็อก” 616 ล้านบาท-สยายปีกลุยภูเก็ต,<SYMBOL> ORN <OPINION> สดใส <POS>
ORN แย้มครึ่งปีหลังสดใส! หลังตุน “แบ็กล็อก” 616 ล้านบาท-สยายปีกลุยภูเก็ต,<SYMBOL> ORN <ASPECT> แบ็กล็อก <OPINION> ตุน <POS>
ORN แย้มครึ่งปีหลังสดใส! หลังตุน “แบ็กล็อก” 616 ล้านบาท-สยายปีกลุยภูเก็ต,<SYMBOL> ORN <ASPECT> ลุยภูเก็ต <OPINION> สยายปีก <POS>
MAJOR บวก 2% ลุ้นกำไร Q4 โตเด่น หลังรายได้ “สัปเหร่อ-ธี่หยด” ทะลุ 700 ล้าน,<SYMBOL> MAJOR <OPINION> บวก <POS>
MAJOR บวก 2% ลุ้นกำไร Q4 โตเด่น หลังรายได้ “สัปเหร่อ-ธี่หยด” ทะลุ 700 ล้าน,<SYMBOL> MAJOR <ASPECT> กำไร <OPINION> ลุ้น <POS>
MAJOR บวก 2% ลุ้นกำไร Q4 โตเด่น หลังรายได้ “สัปเหร่อ-ธี่หยด” ทะลุ 700 ล้าน,<SYMBOL> MAJOR <ASPECT> กำไร <OPINION> โตเด่น <POS>
MAJOR บวก 2% ลุ้นกำไร Q4 โตเด่น หลังรายได้ “สัปเหร่อ-ธี่หยด” ทะลุ 700 ล้าน,<SYMBOL> MAJOR <ASPECT> รายได้ <OPINION> ทะลุ <POS>
NCL รูดติดฟลอร์ หวั่น Q3 เสี่ยงขาดทุน,<SYMBOL> NCL <OPINION> รูดติดฟลอร์ <NEG>
NCL รูดติดฟลอร์ หวั่น Q3 เสี่ยงขาดทุน,<SYMBOL> NCL <ASPECT> Q3 <OPINION> หวั่น <NEG>
NCL รูดติดฟลอร์ หวั่น Q3 เสี่ยงขาดทุน,<SYMBOL> NCL <ASPECT> ขาดทุน <OPINION> เสี่ยง <NEG>
DELTA วิ่งต่อ 2% รับกำไร Q3 โตแตะ 5.4 พันล้าน ดันงวด 9 เดือนทะลุ 1.1 หมื่นล้าน,<SYMBOL> DELTA <OPINION> วิ่งต่อ <POS>
DELTA วิ่งต่อ 2% รับกำไร Q3 โตแตะ 5.4 พันล้าน ดันงวด 9 เดือนทะลุ 1.1 หมื่นล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> โตแตะ <POS>
DELTA วิ่งต่อ 2% รับกำไร Q3 โตแตะ 5.4 พันล้าน ดันงวด 9 เดือนทะลุ 1.1 หมื่นล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> ดันงวด <POS>
DELTA วิ่งต่อ 2% รับกำไร Q3 โตแตะ 5.4 พันล้าน ดันงวด 9 เดือนทะลุ 1.1 หมื่นล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> ทะลุ <POS>
DSI ล้างบาง “นายทุน” หมูเถื่อน CPF-BTG ลุ้นเด้ง รับ Q4 ฟื้นโดดเด่น,<SYMBOL> CPF <OPINION> ลุ้นเด้ง <POS>
DSI ล้างบาง “นายทุน” หมูเถื่อน CPF-BTG ลุ้นเด้ง รับ Q4 ฟื้นโดดเด่น,<SYMBOL> BTG <OPINION> ลุ้นเด้ง <POS>
DSI ล้างบาง “นายทุน” หมูเถื่อน CPF-BTG ลุ้นเด้ง รับ Q4 ฟื้นโดดเด่น,<SYMBOL> CPF <ASPECT> Q4 <OPINION> ฟื้นโดดเด่น <POS>
DSI ล้างบาง “นายทุน” หมูเถื่อน CPF-BTG ลุ้นเด้ง รับ Q4 ฟื้นโดดเด่น,<SYMBOL> BTG <ASPECT> Q4 <OPINION> ฟื้นโดดเด่น <POS>
ORN เทรดวันแรก ลุ้นวิ่งเป้า 2.20 บาท มั่นใจพื้นฐานแกร่ง,<SYMBOL> ORN <OPINION> ลุ้นวิ่ง <POS>
ORN เทรดวันแรก ลุ้นวิ่งเป้า 2.20 บาท มั่นใจพื้นฐานแกร่ง,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> มั่นใจ <POS>
ORN เทรดวันแรก ลุ้นวิ่งเป้า 2.20 บาท มั่นใจพื้นฐานแกร่ง,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> แกร่ง <POS>
BBL รายได้ดอกเบี้ยเพิ่มโดดเด่น,<SYMBOL> BBL <ASPECT> รายได้ <OPINION> เพิ่มโดดเด่น <POS>
โบรกเชียร์ “ซื้อ” PLANB ชูเป้า 10.70 บ. ลุ้นกำไร Q3 แตะ 240 ล้าน รับโฆษณานอกบ้านหนุน,<SYMBOL> PLANB <ASPECT> โบรกเชียร์ <OPINION> ซื้อ <POS>
โบรกเชียร์ “ซื้อ” PLANB ชูเป้า 10.70 บ. ลุ้นกำไร Q3 แตะ 240 ล้าน รับโฆษณานอกบ้านหนุน,<SYMBOL> PLANB <ASPECT> กำไร <OPINION> ลุ้น <POS>
โบรกเชียร์ “ซื้อ” PLANB ชูเป้า 10.70 บ. ลุ้นกำไร Q3 แตะ 240 ล้าน รับโฆษณานอกบ้านหนุน,<SYMBOL> PLANB <ASPECT> โฆษณา <OPINION> หนุน <POS>
MCA แย้ม Q4 โตเด่น บุ๊กรายได้ “เป๊ปซี่-โคล่า” จ่อปิดดีลผลิตภัณฑ์ “ดาวนี่” พ.ย.นี้,<SYMBOL> MCA <OPINION> แย้ม <POS>
MCA แย้ม Q4 โตเด่น บุ๊กรายได้ “เป๊ปซี่-โคล่า” จ่อปิดดีลผลิตภัณฑ์ “ดาวนี่” พ.ย.นี้,<SYMBOL> MCA <OPINION> โตเด่น <POS>
MCA แย้ม Q4 โตเด่น บุ๊กรายได้ “เป๊ปซี่-โคล่า” จ่อปิดดีลผลิตภัณฑ์ “ดาวนี่” พ.ย.นี้,<SYMBOL> MCA <ASPECT> บุ๊ก <OPINION> รายได้ <POS>
DELTA รายได้ขายพุ่ง ดันกำไร Q3 โต 32% เฉียด 5.5 พันล้าน,<SYMBOL> DELTA <ASPECT> รายได้ <OPINION> พุ่ง <POS>
DELTA รายได้ขายพุ่ง ดันกำไร Q3 โต 32% เฉียด 5.5 พันล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> ดัน <POS>
DELTA รายได้ขายพุ่ง ดันกำไร Q3 โต 32% เฉียด 5.5 พันล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> โต <POS>
DELTA รายได้ขายพุ่ง ดันกำไร Q3 โต 32% เฉียด 5.5 พันล้าน,<SYMBOL> DELTA <ASPECT> กำไร <OPINION> เฉียด <POS>
สรุปกระดานรายใหญ่วันนี้ HANA มูลค่าสูงสุด 568 ล้านบาท,<SYMBOL> HANA <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ TQM บวกสูงสุด 7%,<SYMBOL> TQM <OPINION> บวกสูงสุด <POS>
ORN มั่นใจเทรด 30 ต.ค. กระแสดี โชว์พื้นฐานแกร่ง ขยายลงทุนอสังหาทั่วประเทศ,<SYMBOL> ORN <ASPECT> เทรด <OPINION> มั่นใจ <POS>
ORN มั่นใจเทรด 30 ต.ค. กระแสดี โชว์พื้นฐานแกร่ง ขยายลงทุนอสังหาทั่วประเทศ,<SYMBOL> ORN <ASPECT> กระแส <OPINION> ดี <POS>
ORN มั่นใจเทรด 30 ต.ค. กระแสดี โชว์พื้นฐานแกร่ง ขยายลงทุนอสังหาทั่วประเทศ,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> โชว์ <POS>
ORN มั่นใจเทรด 30 ต.ค. กระแสดี โชว์พื้นฐานแกร่ง ขยายลงทุนอสังหาทั่วประเทศ,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> แกร่ง <POS>
ORN มั่นใจเทรด 30 ต.ค. กระแสดี โชว์พื้นฐานแกร่ง ขยายลงทุนอสังหาทั่วประเทศ,<SYMBOL> ORN <ASPECT> ลงทุน <OPINION> ขยาย <POS>
PTTEP ยอดขายเพิ่ม หนุนกำไร 9 เดือนโต 6% แตะ 5.8 หมื่นล้าน,<SYMBOL> PTTEP <ASPECT> ยอดขาย <OPINION> เพิ่ม <POS>
PTTEP ยอดขายเพิ่ม หนุนกำไร 9 เดือนโต 6% แตะ 5.8 หมื่นล้าน,<SYMBOL> PTTEP <ASPECT> กำไร <OPINION> หนุน <POS>
PTTEP ยอดขายเพิ่ม หนุนกำไร 9 เดือนโต 6% แตะ 5.8 หมื่นล้าน,<SYMBOL> PTTEP <ASPECT> กำไร <OPINION> โต <POS>
PTTEP ยอดขายเพิ่ม หนุนกำไร 9 เดือนโต 6% แตะ 5.8 หมื่นล้าน,<SYMBOL> PTTEP <ASPECT> กำไร <OPINION> แตะ <POS>
MINT ลุ้นกำไรไตรมาส 3 นิวไฮแตะ 2.2 พันล้านบาท โบรกแนะซื้อเป้า 43 บาท,<SYMBOL> MINT <ASPECT> กำไร <OPINION> ลุ้น <POS>
MINT ลุ้นกำไรไตรมาส 3 นิวไฮแตะ 2.2 พันล้านบาท โบรกแนะซื้อเป้า 43 บาท,<SYMBOL> MINT <ASPECT> กำไร <OPINION> นิวไฮ <POS>
MINT ลุ้นกำไรไตรมาส 3 นิวไฮแตะ 2.2 พันล้านบาท โบรกแนะซื้อเป้า 43 บาท,<SYMBOL> MINT <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
สรุปกระดานรายใหญ่เช้านี้ PTT มูลค่าสูงสุด 163 ล้านบาท,<SYMBOL> PTT <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 เช้านี้ KCE บวกสูงสุด 3%,<SYMBOL> KCE <OPINION> บวกสูงสุด <POS>
MOSHI เด้ง 4% ลุ้นกำไร Q3 โตเด่น 66% โบรกแนะซื้อเป้า 60 บาท อัพไซด์ 22%,<SYMBOL> MOSHI <OPINION> เด้ง <POS>
MOSHI เด้ง 4% ลุ้นกำไร Q3 โตเด่น 66% โบรกแนะซื้อเป้า 60 บาท อัพไซด์ 22%,<SYMBOL> MOSHI <ASPECT> กำไร <OPINION> ลุ้น <POS>
MOSHI เด้ง 4% ลุ้นกำไร Q3 โตเด่น 66% โบรกแนะซื้อเป้า 60 บาท อัพไซด์ 22%,<SYMBOL> MOSHI <ASPECT> กำไร <OPINION> โตเด่น <POS>
MOSHI เด้ง 4% ลุ้นกำไร Q3 โตเด่น 66% โบรกแนะซื้อเป้า 60 บาท อัพไซด์ 22%,<SYMBOL> MOSHI <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
KAMART ดีดบวก 3% เก็ง Q3 โตต่อ มั่นใจปีนี้รายได้เข้าเป้า 2.4 พันล้าน,<SYMBOL> KAMART <OPINION> ดีดบวก <POS>
KAMART ดีดบวก 3% เก็ง Q3 โตต่อ มั่นใจปีนี้รายได้เข้าเป้า 2.4 พันล้าน,<SYMBOL> KAMART <OPINION> โตต่อ <POS>
KAMART ดีดบวก 3% เก็ง Q3 โตต่อ มั่นใจปีนี้รายได้เข้าเป้า 2.4 พันล้าน,<SYMBOL> KAMART <ASPECT> รายได้ <OPINION> มั่นใจ <POS>
KAMART ดีดบวก 3% เก็ง Q3 โตต่อ มั่นใจปีนี้รายได้เข้าเป้า 2.4 พันล้าน,<SYMBOL> KAMART <ASPECT> รายได้ <OPINION> เข้าเป้า <POS>
PJW ลุยเจาะตลาด “อาเซียน” ตั้งเป้ายอดขายปี 67 โต 15%,<SYMBOL> PJW <ASPECT> เจาะตลาด <OPINION> ลุย <POS>
PJW ลุยเจาะตลาด “อาเซียน” ตั้งเป้ายอดขายปี 67 โต 15%,<SYMBOL> PJW <ASPECT> ยอดขาย <OPINION> โต <POS>
PSP รูด 30% “ฟลอร์ 2” ลงต่ำกว่าราคาไอพีโอ,<SYMBOL> PSP <ASPECT> ฟลอร์ <OPINION> รูด <NEG>
PSP รูด 30% “ฟลอร์ 2” ลงต่ำกว่าราคาไอพีโอ,<SYMBOL> PSP <ASPECT> ราคา <OPINION> ลงต่ำ <NEG>
MST รายได้ดอกเบี้ยเพิ่ม ดันกำไร Q3 แตะ 120 ล้าน,<SYMBOL> MST <ASPECT> รายได้ <OPINION> เพิ่ม <POS>
MST รายได้ดอกเบี้ยเพิ่ม ดันกำไร Q3 แตะ 120 ล้าน,<SYMBOL> MST <ASPECT> กำไร <OPINION> ดัน <POS>
SCC กำไร Q3 เหลือ 2.4 พันล้าน เหตุธุรกิจ “เคมิคอลส์-แพกเกจจิ้ง” รายได้หด!,<SYMBOL> SCC <ASPECT> กำไร <OPINION> เหลือ <NEG>
SCC กำไร Q3 เหลือ 2.4 พันล้าน เหตุธุรกิจ “เคมิคอลส์-แพกเกจจิ้ง” รายได้หด!,<SYMBOL> SCC <ASPECT> รายได้ <OPINION> หด <NEG>
COTTO รายได้ขายกระเบื้องพุ่ง ดันกำไร Q3 โต 55% แตะ 210 ล้าน,<SYMBOL> COTTO <ASPECT> รายได้ <OPINION> พุ่ง <POS>
COTTO รายได้ขายกระเบื้องพุ่ง ดันกำไร Q3 โต 55% แตะ 210 ล้าน,<SYMBOL> COTTO <ASPECT> กำไร <OPINION> ดัน <POS>
COTTO รายได้ขายกระเบื้องพุ่ง ดันกำไร Q3 โต 55% แตะ 210 ล้าน,<SYMBOL> COTTO <ASPECT> กำไร <OPINION> โต <POS>
สรุปกระดานรายใหญ่วันนี้ RS มูลค่าสูงสุด 135 ล้านบาท,<SYMBOL> RS <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ BTS บวกสูงสุด 1%,<SYMBOL> BTS <OPINION> บวกสูงสุด <POS>
MCA ปิดเทรดวันแรก 2.04 บาท ต่ำจอง 38% ซื้อขายกว่าพันล้าน,<SYMBOL> MCA <ASPECT> จอง <OPINION> ต่ำ <NEG>
SABUY โชว์การเงินแกร่ง หลังควัก 1.3 พันล้าน “จ่ายหนี้แบงก์-ลงทุนบิทคับ-ตู้เวนดิ้ง”,<SYMBOL> SABUY <ASPECT> การเงิน <OPINION> โชว์ <POS>
SABUY โชว์การเงินแกร่ง หลังควัก 1.3 พันล้าน “จ่ายหนี้แบงก์-ลงทุนบิทคับ-ตู้เวนดิ้ง”,<SYMBOL> SABUY <ASPECT> การเงิน <OPINION> แกร่ง <POS>
GFC ย้ำรายได้ Q3 โตเด่น ดันทั้งปีทะยาน 30% ตามเป้า,<SYMBOL> GFC <ASPECT> รายได้ <OPINION> ย้ำ <POS>
GFC ย้ำรายได้ Q3 โตเด่น ดันทั้งปีทะยาน 30% ตามเป้า,<SYMBOL> GFC <ASPECT> รายได้ <OPINION> โตเด่น <POS>
GFC ย้ำรายได้ Q3 โตเด่น ดันทั้งปีทะยาน 30% ตามเป้า,<SYMBOL> GFC <ASPECT> รายได้ <OPINION> ดัน <POS>
GFC ย้ำรายได้ Q3 โตเด่น ดันทั้งปีทะยาน 30% ตามเป้า,<SYMBOL> GFC <ASPECT> รายได้ <OPINION> ทะยาน <POS>
GFC ย้ำรายได้ Q3 โตเด่น ดันทั้งปีทะยาน 30% ตามเป้า,<SYMBOL> GFC <ASPECT> รายได้ <OPINION> ตามเป้า <POS>
BLC ไตรมาส 3 สดใส รับดีมานด์ยาพุ่ง ลุ้นกำไรปี 66 โต 12%,<SYMBOL> BLC <OPINION> สดใส <POS>
BLC ไตรมาส 3 สดใส รับดีมานด์ยาพุ่ง ลุ้นกำไรปี 66 โต 12%,<SYMBOL> BLC <ASPECT> ดีมานด์ <OPINION> พุ่ง <POS>
BLC ไตรมาส 3 สดใส รับดีมานด์ยาพุ่ง ลุ้นกำไรปี 66 โต 12%,<SYMBOL> BLC <ASPECT> กำไร <OPINION> ลุ้น <POS>
BLC ไตรมาส 3 สดใส รับดีมานด์ยาพุ่ง ลุ้นกำไรปี 66 โต 12%,<SYMBOL> BLC <ASPECT> กำไร <OPINION> โต <POS>
BH โบรกแนะซื้อเป้า 300 บาท ลุ้นกำไรไตรมาส 3/66 “นิวไฮ” 2 พันล้านบาท,<SYMBOL> BH <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
BH โบรกแนะซื้อเป้า 300 บาท ลุ้นกำไรไตรมาส 3/66 “นิวไฮ” 2 พันล้านบาท,<SYMBOL> BH <ASPECT> กำไร <OPINION> ลุ้น <POS>
BH โบรกแนะซื้อเป้า 300 บาท ลุ้นกำไรไตรมาส 3/66 “นิวไฮ” 2 พันล้านบาท,<SYMBOL> BH <ASPECT> กำไร <OPINION> นิวไฮ <POS>
BA ลุ้นกำไรไตรมาส 3/66 โต 5 เท่าตัว จับตาดันทั้งปี “ออลไทม์ไฮ”,<SYMBOL> BA <ASPECT> กำไร <OPINION> ลุ้น <POS>
BA ลุ้นกำไรไตรมาส 3/66 โต 5 เท่าตัว จับตาดันทั้งปี “ออลไทม์ไฮ”,<SYMBOL> BA <ASPECT> กำไร <OPINION> โต <POS>
BA ลุ้นกำไรไตรมาส 3/66 โต 5 เท่าตัว จับตาดันทั้งปี “ออลไทม์ไฮ”,<SYMBOL> BA <ASPECT> กำไร <OPINION> เท่าตัว <POS>
BA ลุ้นกำไรไตรมาส 3/66 โต 5 เท่าตัว จับตาดันทั้งปี “ออลไทม์ไฮ”,<SYMBOL> BA <ASPECT> กำไร <OPINION> จับตาดัน <POS>
BA ลุ้นกำไรไตรมาส 3/66 โต 5 เท่าตัว จับตาดันทั้งปี “ออลไทม์ไฮ”,<SYMBOL> BA <ASPECT> กำไร <OPINION> ออลไทม์ไฮ <POS>
สรุปกระดานรายใหญ่เช้านี้ MCA มูลค่าสูงสุด 38 ล้านบาท,<SYMBOL> MAC <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
JAS-JASIF ร่วง! หลังบอร์ด “กสทช.” เลื่อนเคาะดีลควบ “3BB-AIS” 10 พ.ย.นี้,<SYMBOL> JAS <OPINION> ร่วง <NEG>
JAS-JASIF ร่วง! หลังบอร์ด “กสทช.” เลื่อนเคาะดีลควบ “3BB-AIS” 10 พ.ย.นี้,<SYMBOL> JASIF <OPINION> ร่วง <NEG>
JAS-JASIF ร่วง! หลังบอร์ด “กสทช.” เลื่อนเคาะดีลควบ “3BB-AIS” 10 พ.ย.นี้,<SYMBOL> JAS <ASPECT> บอร์ด <OPINION> เลื่อน <NEG>
JAS-JASIF ร่วง! หลังบอร์ด “กสทช.” เลื่อนเคาะดีลควบ “3BB-AIS” 10 พ.ย.นี้,<SYMBOL> JASIF <ASPECT> บอร์ด <OPINION> เลื่อน <NEG>
สรุป SET100 เช้านี้ TASCO บวกสูงสุด 2%,<SYMBOL> TASCO <OPINION> บวกสูงสุด <POS>
"JPARK ดีดบวก 2% จับตารายได้ครึ่งปีหลังเด่น ลุยขยายเพิ่ม 1,000 ช่องจอด",<SYMBOL> JPARK <OPINION> ดีดบวก <POS>
"JPARK ดีดบวก 2% จับตารายได้ครึ่งปีหลังเด่น ลุยขยายเพิ่ม 1,000 ช่องจอด",<SYMBOL> JPARK <ASPECT> รายได้ <OPINION> จับตา <POS>
"JPARK ดีดบวก 2% จับตารายได้ครึ่งปีหลังเด่น ลุยขยายเพิ่ม 1,000 ช่องจอด",<SYMBOL> JPARK <ASPECT> รายได้ <OPINION> เด่น <POS>
"JPARK ดีดบวก 2% จับตารายได้ครึ่งปีหลังเด่น ลุยขยายเพิ่ม 1,000 ช่องจอด",<SYMBOL> JPARK <ASPECT> ช่องจอด <OPINION> ลุยขยายเพิ่ม <POS>
MCA เปิดเทรดวันแรก 3 บาท ต่ำจอง 9% ซื้อขายกว่า 150 ล้านบาท,<SYMBOL> MCA <ASPECT> จอง <OPINION> ต่ำ <NEG>
MCA เสี่ยงเปิดต่ำจอง Pre Open 5 นาทีแตะ 3 บาท,<SYMBOL> MCA <ASPECT> เปิดต่ำจอง <OPINION> เสี่ยง <NEG>
สรุปกระดานรายใหญ่วันนี้ HANA มูลค่าสูงสุด 1.85 พันล้าน,<SYMBOL> HANA <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ PTTGC บวกสูงสุด 5%,<SYMBOL> PTTGC <OPINION> บวกสูงสุด <POS>
KCE ดีด 3% ลุ้นไตรมาส 3 โกยกำไรทะลุ 400 ล้านบาท,<SYMBOL> KCE <OPINION> ดีด <POS>
KCE ดีด 3% ลุ้นไตรมาส 3 โกยกำไรทะลุ 400 ล้านบาท,<SYMBOL> KCE <ASPECT> กำไร <OPINION> โกย <POS>
SCGP ผ่านจุดต่ำสุด ลุ้น Q4 โตดี พ่วงอานิสงส์แผนกระตุ้นศก.จีนรอบใหม่ แนะซื้อเป้า 42 บ.,<SYMBOL> SCGP <ASPECT> จุดต่ำสุด <OPINION> ผ่าน <POS>
SCGP ผ่านจุดต่ำสุด ลุ้น Q4 โตดี พ่วงอานิสงส์แผนกระตุ้นศก.จีนรอบใหม่ แนะซื้อเป้า 42 บ.,<SYMBOL> SCGP <ASPECT> Q4 <OPINION> ลุ้น <POS>
SCGP ผ่านจุดต่ำสุด ลุ้น Q4 โตดี พ่วงอานิสงส์แผนกระตุ้นศก.จีนรอบใหม่ แนะซื้อเป้า 42 บ.,<SYMBOL> SCGP <ASPECT> Q4 <OPINION> โตดี <POS>
SCGP ผ่านจุดต่ำสุด ลุ้น Q4 โตดี พ่วงอานิสงส์แผนกระตุ้นศก.จีนรอบใหม่ แนะซื้อเป้า 42 บ.,<SYMBOL> SCGP <ASPECT> แผน <OPINION> กระตุ้น <POS>
SCGP ผ่านจุดต่ำสุด ลุ้น Q4 โตดี พ่วงอานิสงส์แผนกระตุ้นศก.จีนรอบใหม่ แนะซื้อเป้า 42 บ.,<SYMBOL> SCGP <ASPECT> แนะ <OPINION> ซื้อ <POS>
