Texts,Label
ราคารุ่นท๊อปสูง แต่ตัด/ลดสิ่งจำเป๊นออกไปน่าเสียดาย คงต้องหันไปมอง BEV แล้ว,"[[""ราคารุ่นท๊อป"", ""neg"", ""สูง""], [""สิ่งจำเป๊น"", ""neg"", ""ตัด/ลด""]]"
รูปทรงสวยเลย แต่ไม่ชอบเส้นด้านข้างตัวถัง มันมั่ว,"[[""รูปทรง"", ""pos"", ""สวยเลย""],[""เส้นด้านข้างตัวถัง"", ""neg"", [""ไม่ชอบ"", ""มั่ว""]]"
"ส่วนตัว ผมว่าหน้าไม่สวยเลย ดีไซน์MGยุคใหม่ โดยเฉพาะกระจังหน้า ทั้ง ตัวนี้, mg5, mg hs ดีไซน์หน้าไม่สวยเลย(สำหรับผม) แต่ด้านข้างและด้านหลัง ไฟท้าย สวยนะ ต่างกับ ดีไซน์ของ zs , vs , es , mg4 ด้านหน้าสวยเลย","[[""ดีไซน์หน้า"", ""neg"", ""ไม่สวยเลย""], [""ดีไซน์MGยุคใหม่ โดยเฉพาะกระจังหน้า"", ""neg"", ""ไม่สวย""], [""ดีไซน์หน้าของ mg5"", ""neg"", ""ไม่สวย""], [""ดีไซน์หน้าของ mg hs"", ""neg"", ""ไม่สวย""], [""ด้านข้าง"", ""pos"", ""สวยนะ""], [""ด้านหลัง"", ""pos"", ""สวยนะ""], [""ไฟท้าย"", ""pos"", ""สวยนะ""][""ดีไซน์ด้านหน้าของ zs"", ""pos"", ""สวยเลย""],[""ดีไซน์ด้านหน้าของ vs"", ""pos"", ""สวยเลย""],[""ดีไซน์ด้านหน้าของ es"", ""pos"", ""สวยเลย""],[""ดีไซน์ด้านหน้าของ mg4"", ""pos"", ""สวยเลย""]]"
ส่วนตัวมองว่าโคตรน่าใช้ในเมือง ออก ตจว.ก็เหลือ ๆ แรงบิดขนาดนี้ขึ้นเขาลงห้วยสบายมากประหยัดสุด ส่วนหน้าตาผมว่ามันเหมือน ฮุนได ยุคนึง มากกว่าที่เค้าพูดกัน,"[[""การใช้งานในเมือง"", ""pos"", ""น่าใช้""], [""การใช้งานออกต่างจังหวัด"", ""pos"", ""เหลือ ๆ""], [""แรงบิด"", ""pos"", ""ขึ้นเขาลงห้วยสบาย""], [""อัตราสิ้นเปลือง"", ""pos"", ""ประหยัดสุด""], [""หน้าตา"", ""neg"", ""เหมือนฮุนไดยุคนึง""]]"
สวย ประหยัด ขับแรง,"[[""ดีไซน์"", ""pos"", ""สวย""], [""อัตราสิ้นเปลือง"", ""neg"", ""ประหยัด""], [""เครื่องยนต์"", ""pos"", ""ขับแรง""]]"
สวย แรง ประหยัด ราคาดีเกิด,"[[""ดีไซน์"", ""pos"", ""สวย""],[""เครื่องยนต์"", ""pos"", ""แรง""],[""อัตราสิ้นเปลือง"", ""pos"", ""ประหยัด""], [""ราคา"", ""pos"", ""ดี""]]"
สวยครับชอบระบบเกียร์เเบบมือหมุนมันขับง่ายไม่ต้องมาโยกเกียร์,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ระบบเกียร์แบบมือ"", ""pos"", [""ชอบ"", ""ขับง่าย""]]]"
สวยนะ ยกเว้นโลโก้,"[[""ดีไซน์"", ""pos"", ""สวย""],[""โลโก้"", ""neg"", ""ไม่สวย""]]"
สวยวะชอบสีเหลือง จัดทรงใส่ล้อแจ่มเลย,"[[""ดีไซน์"", ""pos"", ""สวย""], [""สีเหลือง"", ""pos"", ""ชอบ""]]"
สีขาวสวยมากกกพี่ชาย,"[[""สีขาว"", ""pos"", ""สวยมาก""]]"
สีแดง อย่างสวย,"[[""สีแดง"", ""pos"", ""สวย""]]"
สีเหลืองโคตรโดนเลย 55555555555,"[[""สีเหลือง"", ""pos"", ""โคตรโดน""]]"
เสียดายไฟเลี้ยวหลอดไส้,"[[""ไฟเลี้ยวหลอดไส้"", ""neg"", ""เสียดาย""]]"
ออฟชั่นทำมาดี เหมาะสมกับราคา ถือว่าคุ้มๆเลย,"[[""ออฟชั่น"", ""pos"", ""ทำมาดี""], [""ราคา"", ""pos"", ""เหมาะสม""], [""ความคุ้มค่า"", ""pos"", ""คุ้มๆ""]]"
ออฟชั่นป้่าดดดดดราคานี้ยอม,"[[""ออฟชั่น"", ""pos"", ""ป้่าดดดดด""], [""ราคานี้"", ""pos"", ""ยอม""]]"
อัตราสิ้นเปลือง MG3 Hybrid  ประหยัดกว่าตัวปัจจุบันที่ผมใช้อยู่ครึ่งนึง ถือว่าดีมากๆครับ City Hatchback ของพี่สาว ยังอยู่ที่ 20 km/l. แต่ความกว้าง ต้องยกให้ City Hatchback ครับ,"[[""อัตราสิ้นเปลือง"", ""pos"", ""ประหยัดกว่าครึ่งนึง""], [""MG3 Hybrid"", ""pos"", ""ดีมากๆ""], [""City Hatchback"", ""pos"", ""กว้าง""]]"
อุ๋ย ทำไมเอาไฟท้ายมาสด้า 2 มาทำซ้ำ,"[[""ไฟท้าย"", ""neg"", ""ทำซ้ำมาสด้า 2""]]"
ไฮบริดของจีนดูจะล้ำหน้าญี่ปุ่นไปแล้ว MG เอาของทุกยี่ห้อมารวมไว้ในตัวนี้ ราคาน่าสนใจมาก ประหยัดน้ำมันมาก รูปทรงสวยทันสมัย Toyota Honda คงต้องหนักใจเพราะราคาสู้ไม่ได้แล้ว ผมสนใจให้เด็กขับไปเรียนมหาลัย,"[[""ไฮบริดของจีน"", ""pos"", ""ล้ำหน้าญี่ปุ่น""], [""MG"", ""pos"", ""เอาของทุกยี่ห้อมารวม""], [""ราคา"", ""pos"", ""น่าสนใจมาก""], [""อัตราสิ้นเปลือง"", ""pos"", ""ประหยัดน้ำมันมาก""], [""รูปทรง"", ""pos"", [""สวย"", ""ทันสมัย""]], [""Toyota"", ""neg"", ""หนักใจ""], [""Honda"", ""neg"", ""หนักใจ""]]"
ไฮบริดดนี่แหละที่ผมต้องการ ในฝันเลย,"[[""ไฮบริด"", ""pos"", [""ต้องการ"", ""ในฝัน""]]]"
ทุกวันนี้ยังใช้405SRI 2.0 AUTO อยู่เลย ขับดีมาก เกาะถนนสุดๆ เคยเข้าโค้ง140มาแล้ว อย่างเฉย,"[[""405SRI 2.0 AUTO"", ""pos"", [""ขับดี"", ""เกาะถนน""]], [""เข้าโค้ง"", ""pos"", ""140 อย่างเฉย""]]"
1.6 10 km/l กินเป็นPPVเลยโบราณเกิน,"[[""เครื่องยนต์ 1.6"", ""neg"", ""โบราณเกิน""], [""อัตราสิ้นเปลือง"", ""neg"", ""กินเป็นPPVเลย""]]"
option ด้านการขับขี่ก็มาปกติในรถรุ่นปัจจุบัน  แต่เครื่องยนต์นี่สิมันเหมือนยุค 10 ปีก่อนเลย  Downsizing Turbo  แม้จะทำมาแรงกว่าแต่ก็กินน้ำมันกว่า ด้านนอกตัวถังดูแปลกตาดี   ด้านในและ Console กลางดูล้ำมาก  จอกลางไม่รู้ต่ำไปไหม ตอนขับมันต้องก้มลงไปมอง ละสายตาจากถนน,"[[""option ด้านการขับขี่"", ""pos"", ""ปกติ""], [""เครื่องยนต์"", ""neg"", ""ยุค 10 ปีก่อน""], [""Downsizing Turbo"", ""pos"", ""แรงกว่า""] [""Downsizing Turbo"", ""neg"", ""กินน้ำมัน""], [""ตัวถัง"", ""pos"", ""แปลกตาดี""], [""ด้านใน"", ""pos"", ""ล้ำมาก""], [""Console กลาง"", ""pos"", ""ล้ำมาก""], [""จอกลาง"", ""neg"", ""ต่ำไป""]]"
